Date,High,Low,Open,Close,Volume,Adj Close
2017-02-13,28.4950008392334,27.049999237060547,28.34749984741211,27.094999313354492,118072400.0,26.74251937866211
2017-02-14,27.537500381469727,26.572500228881836,26.997499465942383,27.19499969482422,85063200.0,26.841218948364258
2017-02-15,27.450000762939453,26.940000534057617,27.225000381469727,27.25,37302000.0,26.895503997802734
2017-02-16,27.360000610351562,26.415000915527344,27.34749984741211,26.8125,64717600.0,26.463695526123047
2017-02-17,26.852500915527344,26.197500228881836,26.674999237060547,26.8075008392334,56374000.0,26.458757400512695
2017-02-21,27.8075008392334,27.05500030517578,27.0575008392334,27.767499923706055,55195200.0,27.40627098083496
2017-02-22,27.950000762939453,27.497499465942383,27.854999542236328,27.690000534057617,43377200.0,27.364269256591797
2017-02-23,26.59749984741211,24.920000076293945,26.375,25.122499465942383,159288800.0,24.82697105407715
2017-02-24,25.5,23.924999237060547,24.267499923706055,25.364999771118164,102990400.0,25.066619873046875
2017-02-27,26.2549991607666,25.389999389648438,25.549999237060547,26.102500915527344,71540000.0,25.79544448852539
2017-02-28,26.299999237060547,25.19499969482422,26.200000762939453,25.3700008392334,62536000.0,25.071563720703125
2017-03-01,26.092500686645508,25.27750015258789,25.947500228881836,25.697500228881836,50480400.0,25.395204544067383
2017-03-02,25.709999084472656,24.72249984741211,25.5674991607666,24.75,75433200.0,24.45885467529297
2017-03-03,24.6924991607666,24.05500030517578,24.642499923706055,24.607500076293945,86469200.0,24.31803321838379
2017-03-06,24.524999618530273,23.792499542236328,24.239999771118164,24.417499542236328,88356800.0,24.130266189575195
2017-03-07,24.88249969482422,24.287500381469727,24.417499542236328,24.684999465942383,60340000.0,24.394622802734375
2017-03-08,25.325000762939453,24.61750030517578,25.174999237060547,24.639999389648438,63871200.0,24.35014533996582
2017-03-09,24.862499237060547,24.350000381469727,24.477500915527344,24.635000228881836,47806000.0,24.345211029052734
2017-03-10,25.022499084472656,24.594999313354492,24.90250015258789,24.780000686645508,49974000.0,24.488502502441406
2017-03-13,25.5625,24.877500534057617,24.885000228881836,25.462499618530273,77413600.0,25.162973403930664
2017-03-14,25.6875,25.11750030517578,25.592500686645508,25.44499969482422,52201600.0,25.14567756652832
2017-03-15,25.747499465942383,25.079999923706055,25.5625,25.637500762939453,61503600.0,25.335918426513672
2017-03-16,25.957500457763672,25.602500915527344,25.7450008392334,25.952499389648438,52310000.0,25.647207260131836
2017-03-17,26.530000686645508,25.952499389648438,26.1299991607666,26.517499923706055,111968800.0,26.205562591552734
2017-03-20,27.40250015258789,26.532499313354492,26.69499969482422,27.362499237060547,74856800.0,27.040620803833008
2017-03-21,27.489999771118164,26.397499084472656,27.1875,26.477500915527344,91348400.0,26.16603660583496
2017-03-22,27.065000534057617,26.325000762939453,26.364999771118164,27.017499923706055,61676400.0,26.69968032836914
2017-03-23,27.139999389648438,26.674999237060547,26.9375,26.772499084472656,53394000.0,26.45756721496582
2017-03-24,27.322500228881836,26.604999542236328,27.24250030517578,26.86750030517578,43950000.0,26.551441192626953
2017-03-27,27.102500915527344,25.895000457763672,26.395000457763672,27.0625,50664400.0,26.744150161743164
2017-03-28,27.22249984741211,26.8174991607666,27.075000762939453,26.922500610351562,43244400.0,26.605798721313477
2017-03-29,27.122499465942383,26.8125,26.997499465942383,26.834999084472656,34999200.0,26.519325256347656
